"","Clustering","K","Avg. Sil.","Neg.Sil.","CH","Dunn*","VI","ARI","Chi","P-value"
"1","db.2","2","0.0866997297005252","0.287603305785124","48.1190511650935","1.0544984537173","0.199574188274363","0.0418335333116856","0.00135621340525439","0.333976374689852"
"2","db.3a","3","0.166678191799163","0.143564356435644","107.310635968956","1.13538865641866","0.306931874579169","0.0247688910614948","0.00128626583550418","0.801099450274863"
"3","db.3b","3","0.166678191799163","0.143564356435644","107.310635968956","1.13538865641866","0.328716320266934","0.00540414497670774","0.0013203881773406","0.825087456271864"
"4","db.5a","5","0.110537370844029","0.288","58.6768894932728","1.13995344758191","0.405825246718923","-0.00113737025480983","0.0132679687624477","0.102948525737131"
"5","db.5b","5","0.110537370844029","0.288","58.6768894932728","1.13995344758191","0.153854187621034","0.405340198884106","0.503609669046074","0.000499750124937531"
"6","db.6","6","0.28578209457892","0.0352733686067019","130.075801129626","1.27336314305567","0.553476289833185","0.00476850639307745","0.00776469069567827","0.994502748625687"
