"","Clustering","K","Avg. Sil.","Neg.Sil.","CH","Dunn*","VI","ARI","Chi","P-value"
"1","hc.2.e","2","0.30843221747796","0.0217391304347826","77.4239377594138","1.47139476828763","0.155078705725807","0.400452477259111","0.406292199351313","8.90953674561774e-16"
"2","hc.3a.e","3","0.222959827778041","0.0652173913043478","55.3425056689621","1.17997141070705","0.270879935171156","0.206128001100561","0.229888087634956","2.77709204412195e-15"
"3","hc.3b.e","3","0.222959827778041","0.0652173913043478","55.3425056689621","1.17997141070705","0.283336290262366","0.287937833992259","0.284239862911796","2.12774363618016e-17"
"4","hc.5.e","5","0.227468691957076","0.0869565217391304","46.4384518758145","1.22292141202077","0.419994421479652","0.203005404774019","0.202129610624582","0.000499750124937531"
"5","hc.6.e","6","0.217307875076913","0.130434782608696","42.7727065777042","1.3040378082302","0.563993283633804","0.0548933566802388","0.12943100377883","0.000499750124937531"
"6","hc.2.r","2","0.294778407596236","0.072463768115942","65.3737533138048","1.37405725271997","0.163659672075344","0.454695422453244","0.348555384155268","8.88201881510088e-12"
"7","hc.3a.r","3","0.202534534734978","0.144927536231884","53.3716539731792","1.0519669671591","0.267300003132165","0.267896587103266","0.244045832193196","1.01546192756094e-16"
"8","hc.3b.r","3","0.202534534734978","0.144927536231884","53.3716539731792","1.0519669671591","0.299320066216493","0.208674854393821","0.239134487957463","4.17837825376126e-15"
"9","hc.5.r","5","0.212519389795062","0.0942028985507246","38.8428307927822","1.14439729578006","0.426741442186962","0.112402788828939","0.186219267700749","0.000499750124937531"
"10","hc.6.r","6","0.200173565308572","0.123188405797101","38.5382771830745","0.852019656505791","0.601006321357246","0.0232205577737084","0.095678549374614","0.00349825087456272"
"11","hc.2.p","2","0.387949970383749","0.036231884057971","103.011365679358","1.62264266568982","0.1519820605866","0.418762934528699","0.419350595841785","3.66844694312861e-16"
"12","hc.3a.p","3","0.384649274327155","0.0289855072463768","67.2336312573708","1.17263255573663","0.238205387197407","0.297956976412948","0.208356164383562","2.68924235419398e-14"
"13","hc.3b.p","3","0.286341095461595","0.036231884057971","67.9818392061872","1.14229704399807","0.243373743837159","0.355230141007193","0.354354287687621","1.70531008268241e-22"
"14","hc.5.p","5","0.312120701648619","0.101449275362319","51.1932734987377","0.839856837413891","0.345230551390187","0.246130427243358","0.256046037296037","0.000499750124937531"
"15","hc.6.p","6","0.250231131222346","0.0652173913043478","51.1339205983435","0.813041005150827","0.587729230228995","0.0209368544469879","0.0906553035774472","0.00149925037481259"
"16","hc.2.c","2","0.271595914406993","0.0223880597014925","54.0313047330945","1.36700831079175","0.16816552951768","0.252965445697628","0.326518541270094","9.7629262730845e-14"
"17","hc.3a.c","3","0.279242212338582","0.0746268656716418","53.873706367707","0.721363491443322","0.236306831403785","0.251693191049848","0.197078115682767","6.08107028692398e-14"
"18","hc.3b.c","3","0.279242212338582","0.0746268656716418","53.873706367707","0.721363491443322","0.266280620829749","0.199839644714015","0.191476091476091","2.60555092145858e-13"
"19","hc.5.c","5","0.24001840360382","0.149253731343284","42.7395976526298","0.607053538528841","0.451437935742892","0.0909513766209721","0.111325465969517","0.000499750124937531"
"20","hc.6.c","6","0.248187557995181","0.149253731343284","39.101279470152","0.794112189691298","0.575376609455367","0.00128884330046339","0.0561468319847644","0.150424787606197"
"21","hc.2.m","2","0.408127750222118","0.0217391304347826","97.1587738935267","1.66195475742947","0.178403853380754","0.298162514780441","0.319651934848013","1.11431130549515e-12"
"22","hc.3a.m","3","0.435396601953374","0.0217391304347826","88.5413564380036","0.988808387207356","0.24601938977307","0.299209271617574","0.205500974658869","1.60051101221309e-13"
"23","hc.3b.m","3","0.435396601953374","0.0217391304347826","88.5413564380036","0.988808387207356","0.267825372722394","0.290642903761034","0.218274104063578","4.01539283750006e-14"
"24","hc.5.m","5","0.342982895829552","0.0579710144927536","66.6794871253427","0.704595697774881","0.378983973784687","0.1519080282999","0.214282673478076","0.000499750124937531"
"25","hc.6.m","6","0.235900454262187","0.0942028985507246","63.3646320881714","0.569346159917649","0.56878989089088","0.0420515466073632","0.121453676198478","0.000499750124937531"
