"","Clustering","K","Avg. Sil.","Neg.Sil.","CH","Dunn*","VI","ARI","Chi","P-value"
"1","km.2.e.1","2","0.320265584900211","0","14.4527734369477","1.48919038566202","0.221936088863604","0.402411735454997","0.333503016591252","0.00208029956313709"
"2","km.3a.e.1","3","0.256038508623949","0","12.1778454105618","1.27253230187007","0.394037907570063","0.277234636871508","0.285873015873016","0.00189754495515698"
"3","km.3b.e.1","3","0.256038508623949","0","12.1778454105618","1.27253230187007","0.454307009404337","0.2110365398956","0.270665445665446","0.00866077656358974"
"4","km.5.e.1","5","0.225058890061992","0","9.08595108242992","1.21251066339964","0.601961089142909","0.0682302771855011","0.276157407407407","0.101782977167788"
"5","km.2.e.2","2","0.292749122898077","0.0434782608695652","12.4983936238032","1.39017582780832","0.221936088863604","0.402411735454997","0.333503016591252","0.00208029956313709"
"6","km.3a.e.2","3","0.27861119474527","0.0434782608695652","10.3534342473606","1.32196941519305","0.386467602355751","0.200278164116829","0.25","0.0109617801770176"
"7","km.3b.e.2","3","0.27861119474527","0.0434782608695652","10.3534342473606","1.32196941519305","0.320551824056475","0.446389496717724","0.429487179487179","0.000110133506283727"
"8","km.5.e.2","5","0.222238908839258","0","9.29963864439344","1.1800751871789","0.476419783855298","0.158681092220505","0.348214285714286","0.00386018057697834"
"9","km.2.e.3","2","0.196649166251196","0.0434782608695652","7.15347341451493","1.10094122304943","0.268385513770408","0.20040899795501","0.220606803327392","0.0137299771167048"
"10","km.3a.e.3","3","0.244285192146438","0.0434782608695652","8.38598578810048","1.16616226659901","0.359619911554838","0.39178844815588","0.336388888888889","0.00099032748110684"
"11","km.3b.e.3","3","0.244285192146438","0.0434782608695652","8.38598578810048","1.16616226659901","0.370381227401012","0.242313323572474","0.36517094017094","0.00148601150466425"
"12","km.5.e.3","5","0.238813710168106","0","7.68762482719054","0.911869579901095","0.478227225440771","0.320866141732283","0.381558641975309","0.00127879777123788"
"13","km.2.e.4","2","0.298198174083236","0","12.1425258125066","1.41603642042095","0.189285947936848","0.525328330206379","0.408983037659508","0.000832119825254836"
"14","km.3a.e.4","3","0.270187140536404","0","9.49896578138211","1.4290545580079","0.280273555601005","0.490657439446367","0.365544871794872","0.000250859653201821"
"15","km.3b.e.4","3","0.270187140536404","0","9.49896578138211","1.4290545580079","0.25561005392829","0.509246088193457","0.540680473372781","5.3901319212935e-05"
"16","km.5.e.4","5","0.202045602597609","0.0434782608695652","8.72915415977079","1.09926195524312","0.503456086697599","0.159872948650079","0.385863095238095","0.0063915813793879"
"17","km.2.e.5","2","0.239317338939005","0","10.0343381311015","1.22684024281157","0.271669410882207","0.393170485387868","0.251654411764706","0.00859857152763331"
"18","km.3a.e.5","3","0.263819338688744","0","10.0938302152126","1.33361714100345","0.435651844194225","0.195804195804196","0.241666666666667","0.00575141643926126"
"19","km.3b.e.5","3","0.263819338688744","0","10.0938302152126","1.33361714100345","0.418277245804331","0.170548459804658","0.340315934065934","0.00293444608964862"
"20","km.5.e.5","5","0.278781533426865","0","9.18032316135126","1.35862676062027","0.601961089142909","0.0242424242424242","0.263541666666667","0.173204059489989"
"21","km.2.e.6","2","0.411100272796487","0","19.6269945260369","1.60508504814608","0.268385513770408","0.20040899795501","0.220606803327392","0.0137299771167048"
"22","km.3a.e.6","3","0.382173285611981","0","17.0221306992537","1.30153443998559","0.429718787322101","0.231197771587744","0.213257575757576","0.0155375651404724"
"23","km.3b.e.6","3","0.382173285611981","0","17.0221306992537","1.30153443998559","0.410424473007687","0.340925789860397","0.279283216783217","0.00224730624515249"
"24","km.5.e.6","5","0.32825505499245","0.0869565217391304","13.8925013904616","1.1077739616718","0.478407502705577","0.150631681243926","0.345486111111111","0.005227198553108"
"25","km.2.r.1","2","0.25609449971773","0","9.23571092785964","1.22960928636848","0.247900162814763","0.294478527607362","0.271854575163399","0.00457665903890161"
"26","km.3a.r.1","3","0.253592359586755","0.0434782608695652","8.01632357615533","1.14279155026639","0.402630771156991","0.1493370551291","0.257083333333333","0.00763184408358711"
"27","km.3b.r.1","3","0.253592359586755","0.0434782608695652","8.01632357615533","1.14279155026639","0.415082975461353","0.179791976225854","0.293269230769231","0.00437329081830354"
"28","km.5.r.1","5","0.222301824815437","0.130434782608696","7.28581731739618","1.1489774475918","0.565279274861317","0.099644128113879","0.312996031746032","0.0465725759696558"
"29","km.2.r.2","2","0.301833235999846","0.0434782608695652","13.8864164765173","1.26698947216413","0.221936088863604","0.402411735454997","0.333503016591252","0.00208029956313709"
"30","km.3a.r.2","3","0.223495238161032","0.0434782608695652","10.5878540511635","1.14978465539737","0.444271081405622","0.163636363636364","0.230059523809524","0.015259609148423"
"31","km.3b.r.2","3","0.223495238161032","0.0434782608695652","10.5878540511635","1.14978465539737","0.500753498639793","0.0841472577009767","0.205586080586081","0.0541897641103448"
"32","km.5.r.2","5","0.287737342509205","0.0434782608695652","10.6029411784342","1.04272493161478","0.625089957210411","0.027154046997389","0.229861111111111","0.214132100721507"
"33","km.2.r.3","2","0.380650675447746","0","12.8593518711857","1.56205335152598","0.0910394175767997","0.815792957373577","0.588480392156863","0.000178311391126036"
"34","km.3a.r.3","3","0.264833250314156","0.130434782608696","11.150895905817","1.08120775285594","0.330826303988716","0.309839497557572","0.39875","0.000302721463039131"
"35","km.3b.r.3","3","0.264833250314156","0.130434782608696","11.150895905817","1.08120775285594","0.373912851969379","0.265230312035661","0.399038461538462","0.000789872845331172"
"36","km.5.r.3","5","0.264494099871048","0.0434782608695652","10.1144144202372","1.20952344836463","0.487582827388211","0.144135657089025","0.340972222222222","0.00919169880925571"
"37","km.2.r.4","2","0.339437351705267","0.0869565217391304","14.710115152938","1.2759120071524","0.189285947936848","0.525328330206379","0.408983037659508","0.000832119825254836"
"38","km.3a.r.4","3","0.294624998270411","0","11.1340129146485","1.22662536693234","0.363156870363321","0.262717770034843","0.304259259259259","0.00164938036791582"
"39","km.3b.r.4","3","0.294624998270411","0","11.1340129146485","1.22662536693234","0.392483821240619","0.253687315634218","0.331410256410256","0.00181370655189472"
"40","km.5.r.4","5","0.292829913029537","0","9.30209439075929","1.05625744239027","0.530558805805534","0.111587982832618","0.250496031746032","0.0244508388734331"
"41","km.2.r.5","2","0.278786316474614","0","10.7619895900847","1.25998157109827","0.189285947936848","0.525328330206379","0.408983037659508","0.000832119825254836"
"42","km.3a.r.5","3","0.253151514692175","0.130434782608696","8.73390022851624","0.939168580049482","0.302608236618061","0.422191207257502","0.400416666666667","7.54618468981087e-05"
"43","km.3b.r.5","3","0.253151514692175","0.130434782608696","8.73390022851624","0.939168580049482","0.38364426412325","0.282317979197623","0.359615384615385","0.00130266377405963"
"44","km.5.r.5","5","0.238483032178267","0.0434782608695652","7.89863631104322","0.828555150064376","0.480951309027092","0.163636363636364","0.310185185185185","0.00399387084441962"
"45","km.2.r.6","2","0.3414597086051","0.0434782608695652","11.5623566259341","1.20304114972867","0.302972116368794","-0.00605945843590226","0.108843954248366","0.0581790444490673"
"46","km.3a.r.6","3","0.32666563551311","0.130434782608696","10.123586349162","0.999376674785365","0.422214898373424","0.0857740585774059","0.22449494949495","0.0215019646302453"
"47","km.3b.r.6","3","0.32666563551311","0.130434782608696","10.123586349162","0.999376674785365","0.433862735015985","0.131754256106588","0.266317016317016","0.01206249090025"
"48","km.5.r.6","5","0.333022563860713","0.0434782608695652","10.0927699203347","1.01878874834031","0.564031646801323","0.0329067641681901","0.221632996632997","0.109981486313619"
"49","km.2.p.1","2","0.396724136201382","0.0434782608695652","18.3777716434907","1.60491341643792","0.221936088863604","0.402411735454997","0.333503016591252","0.00208029956313709"
"50","km.3a.p.1","3","0.430077061830435","0","17.2647708097173","1.69731015995854","0.369257640951544","0.250346740638003","0.247424242424242","0.00592273522681373"
"51","km.3b.p.1","3","0.430077061830435","0","17.2647708097173","1.69731015995854","0.247606668927139","0.553558590941769","0.538461538461538","6.11852812687371e-06"
"52","km.5.p.1","5","0.282325225689547","0.0869565217391304","14.9843695441108","1.04872864734239","0.485817015104027","0.195300261096606","0.371395502645503","0.00283661926294426"
"53","km.2.p.2","2","0.400875697500887","0","19.3878319463557","1.57947653680767","0.247900162814763","0.294478527607362","0.271854575163399","0.00457665903890161"
"54","km.3a.p.2","3","0.337306743941762","0","13.9558350771628","1.19078498926625","0.397266918038806","0.166550522648084","0.253148148148148","0.0101043121638086"
"55","km.3b.p.2","3","0.337306743941762","0","13.9558350771628","1.19078498926625","0.329351338532678","0.389380530973451","0.484134615384615","0.000108210540300996"
"56","km.5.p.2","5","0.26662879323873","0.0869565217391304","10.8908765728011","0.875731694714315","0.514685546496146","0.191183754333829","0.323688271604938","0.00823143969815557"
"57","km.2.p.3","2","0.362851978277826","0.0869565217391304","12.9361420144481","1.23582634374409","0.180446542720356","0.655044799376704","0.437932525951557","0.00102033740477676"
"58","km.3a.p.3","3","0.246724767442522","0.130434782608696","10.8203044197325","0.855617313897394","0.343805286468498","0.334611362844197","0.309090909090909","0.000756512299115596"
"59","km.3b.p.3","3","0.246724767442522","0.130434782608696","10.8203044197325","0.855617313897394","0.445608239644603","0.243812338381973","0.271528471528472","0.0105186239255426"
"60","km.5.p.3","5","0.198228581535119","0","8.70563925908449","0.724042444792072","0.454874864147051","0.267362924281984","0.385383597883598","0.000691341460842504"
"61","km.2.p.4","2","0.367791366846755","0","16.2950657604668","1.44269384802818","0.247900162814763","0.294478527607362","0.271854575163399","0.00457665903890161"
"62","km.3a.p.4","3","0.361057367692678","0.0434782608695652","12.7909496372276","1.29344055108647","0.386467602355751","0.200278164116829","0.25","0.0109617801770176"
"63","km.3b.p.4","3","0.361057367692678","0.0434782608695652","12.7909496372276","1.29344055108647","0.253083349118367","0.49671772428884","0.606730769230769","8.74075446696242e-06"
"64","km.5.p.4","5","0.287600816534444","0.0869565217391304","10.6575188364774","1.13251378891268","0.456083002299875","0.203712995484195","0.370742394179894","0.00194203737174157"
"65","km.2.p.5","2","0.311815342947869","0","12.1874524412872","1.45720894401353","0.247900162814763","0.294478527607362","0.271854575163399","0.00457665903890161"
"66","km.3a.p.5","3","0.263201511775065","0.0434782608695652","9.79074577952046","1.14916839038406","0.414496884901239","0.311760612386917","0.2225","0.00783725181356072"
"67","km.3b.p.5","3","0.263201511775065","0.0434782608695652","9.79074577952047","1.14916839038406","0.425754761128539","0.309663250366032","0.257692307692308","0.0057986581360232"
"68","km.5.p.5","5","0.294816340051555","0.0434782608695652","9.59262770222067","1.0960096800146","0.462688147036526","0.186868686868687","0.38587962962963","0.00208526948103156"
"69","km.2.p.6","2","0.484690673799145","0","25.0072081611508","1.67025162826005","0.247900162814763","0.294478527607362","0.271854575163399","0.00457665903890161"
"70","km.3a.p.6","3","0.493618235045001","0.0869565217391304","21.3400242289731","0.882015268266148","0.345322818562119","0.282246879334258","0.318939393939394","0.00222408497411859"
"71","km.3b.p.6","3","0.493618235045001","0.0869565217391304","21.3400242289731","0.882015268266148","0.426358846067308","0.156721782890007","0.222727272727273","0.0211718554698764"
"72","km.5.p.6","5","0.386964219457537","0","18.7241983466985","1.1247768192473","0.57249539371226","0.0301819795827785","0.207859848484848","0.126883316095475"
"73","km.2.c.1","2","0.326460249940861","0.0434782608695652","13.3509014816649","1.25439074195921","0.284121615186569","0.119343610144207","0.177394419306184","0.0190793188504859"
"74","km.3a.c.1","3","0.3037487790657","0","10.0118303474199","1.28133260915561","0.431333631637295","0.0131487889273357","0.144391025641026","0.107968130043778"
"75","km.3b.c.1","3","0.3037487790657","0","10.0118303474199","1.28133260915561","0.463076858820241","0.0839260312944523","0.176127958579882","0.0616708010435287"
"76","km.5.c.1","5","0.226512243176678","0.0869565217391304","9.22951343502441","0.879671491055099","0.755745248765521","-0.0736514522821577","0.132118055555556","0.92361377654883"
"77","km.2.c.2","2","0.324410979535447","0","12.4963550255513","1.2578549706488","0.268385513770408","0.20040899795501","0.220606803327392","0.0137299771167048"
"78","km.3a.c.2","3","0.25784698785976","0.217391304347826","9.22785013893527","0.997132960231174","0.432638403850048","0.208550573514077","0.183164983164983","0.03408457204392"
"79","km.3b.c.2","3","0.25784698785976","0.217391304347826","9.22785013893527","0.997132960231174","0.465053166163524","0.187841281397889","0.194768194768195","0.0317366305790046"
"80","km.5.c.2","5","0.265874905896235","0.173913043478261","8.29026207196093","0.746274252386061","0.57077065799537","0.0652282990466633","0.268402777777778","0.0710243571330956"
"81","km.2.c.3","2","0.408425854908711","0","13.8236486289644","1.26737355883435","-7.08164613402842e-17","1","0.787221261053441","9.90618839589093e-06"
"82","km.3a.c.3","3","0.420917857462763","0","11.9106138857328","1.28814164788723","0.138341196329591","0.701298701298701","0.5","1.98123767917816e-05"
"83","km.3b.c.3","3","0.420917857462763","0","11.9106138857328","1.28814164788723","0.181570333033431","0.538770053475936","0.5","1.98123767917816e-05"
"84","km.5.c.3","5","0.289128468695175","0.0434782608695652","10.7180128565031","0.813561954395834","0.461172201603028","0.248896734333628","0.334490740740741","0.00264531038447926"
"85","km.2.c.4","2","0.234700556965222","0.0869565217391304","9.10222715160308","1.20237496323292","0.189285947936848","0.525328330206379","0.408983037659508","0.000832119825254836"
"86","km.3a.c.4","3","0.248445473724374","0.0434782608695652","8.60898247446265","1.29725295098872","0.304584188196861","0.436313427683811","0.297720797720798","0.000409941384500538"
"87","km.3b.c.4","3","0.248445473724374","0.0434782608695652","8.60898247446265","1.29725295098872","0.333159518661297","0.24868282402529","0.303747534516765","0.0015780558114654"
"88","km.5.c.4","5","0.211501049083108","0.0434782608695652","8.78858928857257","1.06985936895007","0.6441590735229","0.00101010101010099","0.192997685185185","0.339550568009059"
"89","km.2.c.5","2","0.193096505752632","0.0434782608695652","7.42536895589682","1.21730222113164","0.189285947936848","0.525328330206379","0.408983037659508","0.000832119825254836"
"90","km.3a.c.5","3","0.206381497678328","0.130434782608696","7.73522401683639","1.07878175617524","0.439840712625229","0.173123909249564","0.236296296296296","0.0153592537493464"
"91","km.3b.c.5","3","0.206381497678328","0.130434782608696","7.73522401683639","1.07878175617524","0.478283461095051","0.135467063639747","0.238746438746439","0.0279427935101642"
"92","km.5.c.5","5","0.188648409596388","0.0434782608695652","6.74552694892169","1.0191434044926","0.692156248317619","-0.0413385826771653","0.187037037037037","0.668729679503179"
"93","km.2.c.6","2","0.364829241225405","0.157894736842105","10.46022202937","1.05250742081194","0.290301417431055","0.183381088825215","0.215945512820513","0.0180598555211558"
"94","km.3a.c.6","3","0.355014409415918","0.105263157894737","8.78070500113695","0.846479865050803","0.464034005677996","0.0427974208176858","0.193388429752066","0.110184964674128"
"95","km.3b.c.6","3","0.355014409415918","0.105263157894737","8.78070500113695","0.846479865050803","0.519486151320988","0.0836820083682008","0.182154882154882","0.119586296056883"
"96","km.5.c.6","5","0.34609321982915","0","8.37135726248334","0.880752934054453","0.604736200030016","0.0215606600879012","0.219223484848485","0.321620794066614"
"97","km.2.m.1","2","0.424582105538937","0","22.9561777576927","1.62659930470695","0.247900162814763","0.294478527607362","0.271854575163399","0.00457665903890161"
"98","km.3a.m.1","3","0.325170355031113","0","15.7647353743359","1.27551651147768","0.421410530711624","0.0870473537604456","0.212689393939394","0.0281329923273653"
"99","km.3b.m.1","3","0.325170355031113","0","15.7647353743359","1.27551651147768","0.395416695110332","0.239529757531227","0.320804195804196","0.00270881808100811"
"100","km.5.m.1","5","0.272555296451753","0","13.2901847748869","1.07793352715731","0.530156621974634","0.11727078891258","0.338425925925926","0.0163552139088515"
"101","km.2.m.2","2","0.402948128636904","0","20.4803130467981","1.50284421480657","0.247900162814763","0.294478527607362","0.271854575163399","0.00457665903890161"
"102","km.3a.m.2","3","0.382308924931721","0","14.0594506559168","1.6234786603324","0.372566325027688","0.212927756653992","0.203030303030303","0.0138645847354958"
"103","km.3b.m.2","3","0.382308924931721","0","14.0594506559168","1.6234786603324","0.404981087341165","0.210824195259993","0.216783216783217","0.0106916908639885"
"104","km.5.m.2","5","0.281724372262777","0.0869565217391304","11.7251526597139","1.047201716089","0.486287201860685","0.154490460679386","0.322530864197531","0.00766699128891506"
"105","km.2.m.3","2","0.404786687740058","0.0434782608695652","14.2043097666716","1.21150438407598","-7.08164613402842e-17","1","0.787221261053441","9.90618839589093e-06"
"106","km.3a.m.3","3","0.321677248420055","0","12.7516109977006","0.826631975877312","0.312863135511522","0.38271174625305","0.409090909090909","0.000205480569594174"
"107","km.3b.m.3","3","0.321677248420055","0","12.7516109977006","0.826631975877312","0.35228522639255","0.345770225341707","0.416583416583417","0.000423052516200981"
"108","km.5.m.3","5","0.359659726866192","0.0434782608695652","11.8080836942344","0.646132033742284","0.475057742062138","0.233703524867214","0.356646825396825","0.00268527957559881"
"109","km.2.m.4","2","0.401026428504439","0","19.6630398892449","1.6618712429655","0.247900162814763","0.294478527607362","0.271854575163399","0.00457665903890161"
"110","km.3a.m.4","3","0.315782741249977","0.0869565217391304","14.0976715447944","1.17081590256533","0.414496884901239","0.311760612386917","0.2225","0.00783725181356072"
"111","km.3b.m.4","3","0.315782741249977","0.0869565217391304","14.0976715447944","1.17081590256533","0.425754761128539","0.309663250366032","0.257692307692308","0.0057986581360232"
"112","km.5.m.4","5","0.265384214038573","0.0869565217391304","12.1111566347036","0.99055970112787","0.563515049237256","0.0927505330490405","0.294560185185185","0.043291010681703"
"113","km.2.m.5","2","0.350562240249946","0","15.007882695506","1.3517674301949","0.30178433943868","0.287992495309568","0.190651260504202","0.0183066361556064"
