"","Shape","Layer","Animal","ID","Image","Area","ConvexArea","MajorAxisLength","MinorAxisLength","Perimeter","ConvexPerimeter","EquivDiameter","Eccentricity","Solidity","Extent","InvAR","ConvexCircularity","Ngb_50","Ngb_100","N"
"2","Ellipsoid","1","Giraffa camelopardalis","71283","1",40.3,40.3,9.39,5.61,0.99,24.04,7.16320833515451,0.811818181818182,0.987878787878788,0.691515151515152,0.573346062485496,0.898391304037772,31,112,33
"3","Ellipsoid","2","Giraffa camelopardalis","71283","1",43.87,43.87,9.78,5.76,2.46,24.97,7.47375533634408,0.786,0.992571428571429,0.719428571428571,0.610135762438301,0.915082634941138,29,119,35
"4","Ellipsoid","3","Giraffa camelopardalis","71283","1",34.85,34.93,8.4,5.4,7.45,22.23,6.66126100179391,0.785263157894737,0.996842105263158,0.732631578947368,0.610377302180809,0.915966738407628,27,102,19
"5","Ellipsoid","4","Giraffa camelopardalis","71283","1",52.51,52.51,9.92,6.11,1.51,26.92,8.17666242999204,0.796744186046512,0.991395348837209,0.715116279069767,0.588867012047743,0.912468718531761,23,93,43
"6","Ellipsoid","5","Giraffa camelopardalis","71283","1",50.635,50.655,9.99,5.495,4.72,26.885,8.02841672764274,0.805357142857143,0.997142857142857,0.846071428571429,0.577651354115919,0.890867927393754,32.5,115,28
"7","Ellipsoid","6","Giraffa camelopardalis","71283","1",36.345,36.38,8.44,5.215,8.58,22.905,6.80259991090584,0.7964,0.9912,0.6642,0.593913810588502,0.89840895896093,24,114,50
"8","Round","1","Giraffa camelopardalis","71283","1",61.965,61.965,9.265,8.26,26.63,29.175,8.8821214183769,0.451428571428571,1,0.765714285714286,0.879513115307693,0.937212015972338,28,112.5,14
"9","Round","2","Giraffa camelopardalis","71283","1",39.01,41.49,7.94,6.75,24.21,23.94,7.0476290084055,0.553636363636364,0.969090909090909,0.854545454545454,0.831069084601446,0.900997962450523,32,131,11
"10","Round","3","Giraffa camelopardalis","71283","1",49.6,50.78,8.75,7.47,11.05,26.74,7.94686613822481,0.4944,0.9856,0.828,0.854755124954377,0.913878879057429,25,103,25
"11","Round","4","Giraffa camelopardalis","71283","1",38.18,38.18,7.88,6.25,3.74,22.33,6.97225112987108,0.578888888888889,0.981111111111111,0.69,0.810585946096352,0.925051884194427,20,82,9
"12","Round","5","Giraffa camelopardalis","71283","1",48.56,48.56,7.97,7.435,6.525,25.225,7.86286370221879,0.439444444444444,1,0.715,0.878868445633515,0.916556825593881,35,120.5,18
"13","Round","6","Giraffa camelopardalis","71283","1",61.725,63.37,9.535,7.805,127.405,29.225,8.62033795984259,0.56,0.98,0.53,0.826637983746085,0.879172127592714,26,115.5,2
"14","Pyramidal","1","Giraffa camelopardalis","71283","1",41.82,42.24,10.46,5.23,67.02,25.97,7.29704582422397,0.843492063492064,0.990793650793651,0.726031746031746,0.519903163343648,0.785040884900414,28,110,63
"15","Pyramidal","2","Giraffa camelopardalis","71283","1",34.45,34.45,8.865,5.345,98.78,23.41,6.62290679539131,0.81758064516129,0.991774193548387,0.712258064516129,0.562344325623701,0.793060032019621,29.5,119.5,62
"16","Pyramidal","3","Giraffa camelopardalis","71283","1",47.56,51.105,11.225,5.95,93.385,28.89,7.77782581496695,0.83825,0.97825,0.779,0.531640242258787,0.780388495236996,26.5,102.5,40
"17","Pyramidal","4","Giraffa camelopardalis","71283","1",43.1,43.1,9.85,5.32,52.31,26.13,7.40787583441337,0.853384615384615,0.994615384615385,0.735230769230769,0.509195222698807,0.787833536627807,23,88,65
"18","Pyramidal","5","Giraffa camelopardalis","71283","1",42.925,43.485,10.22,5.29,33.65,26.255,7.39282033065775,0.846818181818182,0.988863636363636,0.837272727272727,0.519171596713456,0.790865499397502,33,115.5,44
"19","Pyramidal","6","Giraffa camelopardalis","71283","1",35.03,35.28,9.27,4.83,170.83,23.82,6.67844152868562,0.850602409638554,0.962168674698795,0.606385542168675,0.514449991797295,0.785262850878942,25,112,83
"20","Complex","1","Giraffa camelopardalis","71283","1",44.66,45.395,8.565,6.795,346.88,27.735,7.53440384888071,0.5875,0.995,0.89375,0.804219006070974,0.779217150016865,26,111.5,8
"21","Complex","2","Giraffa camelopardalis","71283","1",38.78,41.72,7.74,6.88,246.1,24.91,7.02682215121669,0.486,0.938,0.428,0.865559258368729,0.830858524460449,29,121,5
"22","Complex","3","Giraffa camelopardalis","71283","1",67.63,67.63,10.65,8.04,21.87,32.63,9.27950378039898,0.554444444444444,1,0.755555555555556,0.822766118194236,0.803074072827261,26,111,9
"23","Complex","4","Giraffa camelopardalis","71283","1",40.62,40.62,8.17,6.91,430.89,25.4,7.19159163934816,0.478,0.992,0.972,0.857776522662855,0.811469550282866,23,98,5
"24","Complex","5","Giraffa camelopardalis","71283","1",39.17,39.17,8.11,6.68,211.99,25.03,7.06206718796107,0.556,1,0.974,0.83069858161856,0.798902940718224,37,109,5
"25","Complex","6","Giraffa camelopardalis","71283","1",44.845,44.845,8.42,6.78,424.05,25.85,7.45072497021121,0.595,1,0.695,0.799466920239742,0.817993522882665,24.5,116,2
"26","Microglia","1","Giraffa camelopardalis","71283","1",18.23,18.33,5.93,4.08,3.49,16.36,4.81779585500694,0.706705882352941,0.98,0.766470588235294,0.675199602384321,0.852319502101116,28,109,85
"27","Microglia","2","Giraffa camelopardalis","71283","1",17.33,17.45,5.55,3.87,1.92,15.64,4.69736535839617,0.712835820895522,0.991492537313433,0.779701492537313,0.669775762191402,0.861711428766171,30,117,67
"28","Microglia","3","Giraffa camelopardalis","71283","1",18.895,19.12,5.965,4.12,6.91,16.615,4.90487170446319,0.685961538461539,0.994423076923077,0.716923076923077,0.700251186232225,0.867636618266077,27,102,52
"29","Microglia","4","Giraffa camelopardalis","71283","1",17.235,17.56,5.845,3.97,6.39,16.205,4.68447255214398,0.690609756097561,0.99,0.715975609756098,0.684079529292383,0.84654679558719,23.5,88.5,82
"30","Microglia","5","Giraffa camelopardalis","71283","1",18.475,18.49,5.685,3.945,7.265,16.005,4.85005654301767,0.724423076923077,0.998269230769231,0.791923076923077,0.661768390587374,0.861801975958991,32.5,116.5,52
"31","Microglia","6","Giraffa camelopardalis","71283","1",16.82,17.02,5.78,3.76,20.1,16.16,4.62773045265662,0.742461538461539,0.988717948717949,0.603282051282051,0.649359742025596,0.824011676500277,26,112,195
"32","Ellipsoid","1","Giraffa camelopardalis","71283","2",50.195,50.21,9.485,5.82,3.035,26.53,7.99414479097817,0.79,0.994772727272727,0.609545454545455,0.602195199188766,0.898310794149259,21.5,84,44
"33","Ellipsoid","2","Giraffa camelopardalis","71283","2",37.12,39.12,8.89,5.46,1.36,22.96,6.8747837711865,0.809333333333333,0.974444444444444,0.654888888888889,0.572783986549339,0.902265485596484,23,87,45
"34","Ellipsoid","3","Giraffa camelopardalis","71283","2",48.98,49.58,9.92,6.11,1.96,26.46,7.89704203490954,0.803818181818182,0.992545454545455,0.761454545454545,0.584277143443485,0.906176940674406,23,87,55
"35","Ellipsoid","4","Giraffa camelopardalis","71283","2",45.08,45.54,9.4,5.69,2.535,25.1,7.57612176671913,0.805,0.98,0.679772727272727,0.583932948383726,0.904002547914422,23,87.5,44
"36","Ellipsoid","5","Giraffa camelopardalis","71283","2",49.2,49.2,10.35,5.58,0.97,26.28,7.9147574568631,0.837272727272727,0.97969696969697,0.775757575757576,0.534658070059626,0.901881020829107,26,103,33
"37","Ellipsoid","6","Giraffa camelopardalis","71283","2",36.78,36.8,8.805,5.185,9.35,22.87,6.84322635849403,0.821666666666667,0.983333333333333,0.561388888888889,0.560735511288787,0.875734259849021,26,103.5,36
"38","Round","1","Giraffa camelopardalis","71283","2",49.925,49.925,8.82,7.165,4.095,26.815,7.97237093675565,0.5225,0.988125,0.620625,0.845710126380592,0.91833463901133,21,79,16
"39","Round","2","Giraffa camelopardalis","71283","2",44.12,44.12,7.99,6.88,9.2,25.15,7.49502026106103,0.584615384615385,0.986923076923077,0.607692307692308,0.808461719919506,0.913389846501725,24,82,13
"40","Round","3","Giraffa camelopardalis","71283","2",57.5,57.56,8.635,8.185,1.99,27.595,8.55635709263725,0.4375,0.9775,0.63,0.886687407246596,0.921161992919336,24,86.5,12
"41","Round","4","Giraffa camelopardalis","71283","2",53.56,57.525,9.24,7.415,116.305,27.43,8.24225942131433,0.578,0.972,0.543,0.80855307460359,0.923322774967078,22.5,85.5,10
"42","Round","5","Giraffa camelopardalis","71283","2",57.365,57.37,8.95,7.58,88.185,27.325,8.54589743928294,0.453,0.982,0.744,0.882247966993584,0.946525461993026,27,102,10
"43","Round","6","Giraffa camelopardalis","71283","2",32.76,32.76,7.14,5.75,69.13,21.46,6.45843072932767,0.592,0.992,0.702,0.805593979823524,0.903529273880419,32,105,5
"44","Pyramidal","1","Giraffa camelopardalis","71283","2",39.475,40.3,9.91,5.32,74.28,25.865,7.08950099706085,0.844032258064516,0.985645161290323,0.691048387096774,0.520207799192576,0.77160813698422,21,83,124
"45","Pyramidal","2","Giraffa camelopardalis","71283","2",44.99,45.155,10.54,5.485,49.03,27.455,7.56854450960389,0.849464285714286,0.986428571428571,0.677053571428571,0.510652273928031,0.770720145205232,24,86.5,112
"46","Pyramidal","3","Giraffa camelopardalis","71283","2",41.85,43.615,10.22,5.345,115.27,26.71,7.29953756692426,0.845760869565217,0.970978260869565,0.688586956521739,0.52105879723157,0.775088635711627,21,88,92
"47","Pyramidal","4","Giraffa camelopardalis","71283","2",51.4,52.76,11.41,5.36,101.3,29.54,8.08977827875322,0.855904761904762,0.985523809523809,0.688666666666667,0.497381139286482,0.756724793785822,23,87,105
"48","Pyramidal","5","Giraffa camelopardalis","71283","2",49.65,49.65,11.56,5.76,54.32,29.59,7.95087060617269,0.853684210526316,0.974035087719298,0.663684210526316,0.502831378859783,0.766834047507685,29,105,57
"49","Pyramidal","6","Giraffa camelopardalis","71283","2",30.76,31.04,8.57,4.58,44.29,22.43,6.25818251539963,0.85505376344086,0.990967741935484,0.585591397849462,0.506861856734035,0.788938217256454,25,104,93
"50","Complex","1","Giraffa camelopardalis","71283","2",39.92,39.92,8.05,6.54,19.83,24.5,7.12935639632553,0.543333333333333,1,0.77,0.833200101633834,0.831839263330042,15,80,3
"51","Complex","2","Giraffa camelopardalis","71283","2",44.74,45.44,7.98,7.35,1190.32,26.5,7.54749874007616,0.516666666666667,0.993333333333333,0.63,0.8492855418757,0.822189675769474,22,104,3
"52","Complex","3","Giraffa camelopardalis","71283","2",57.905,57.905,9.47,7.8,451.38,30.505,8.57185725667158,0.5475,1,0.4225,0.82884698144271,0.806582721413895,24.5,96,4
"53","Complex","4","Giraffa camelopardalis","71283","2",40.485,56.37,9.485,7.64,1009.245,29.61,7.00570888852033,0.585,0.71,0.515,0.806525970414859,0.807780946731347,25,93.5,2
"54","Complex","5","Giraffa camelopardalis","71283","2",38.27,38.675,8.035,6.095,351.5,25.05,6.97770732045248,0.655,0.99,0.66,0.758635498254296,0.774441710770785,28,117.5,2
"55","Complex","6","Giraffa camelopardalis","71283","2",34.39,34.39,7.16,6.25,826.36,22.68,6.61715255555154,0.49,1,0.48,0.872905027932961,0.840148273789717,30,128,1
"56","Microglia","1","Giraffa camelopardalis","71283","2",17.35,17.82,5.89,3.99,6.99,16.44,4.70007511654389,0.696771653543307,0.985590551181102,0.655826771653543,0.678868122313092,0.843261311528441,21,82,127
"57","Microglia","2","Giraffa camelopardalis","71283","2",17.485,17.775,5.87,3.865,12.61,16.44,4.71832484507235,0.697627118644068,0.987881355932203,0.688220338983051,0.678562770456683,0.838734134700049,23,87,118
"58","Microglia","3","Giraffa camelopardalis","71283","2",17.42,17.42,5.82,3.92,7.64,16.33,4.70954699193951,0.695584415584416,0.99025974025974,0.718441558441558,0.678341501453405,0.846122162497378,22,86,77
"59","Microglia","4","Giraffa camelopardalis","71283","2",16.62,16.79,6,3.67,2.84,16.32,4.60013491470613,0.741030927835052,0.981649484536082,0.677422680412371,0.63646721930868,0.828797766511389,21,84,97
"60","Microglia","5","Giraffa camelopardalis","71283","2",18.07,18.275,5.76,3.775,5.315,16.47,4.79660625100819,0.683974358974359,0.986153846153846,0.737307692307692,0.683619838822469,0.842201491086835,27,103.5,78
"61","Microglia","6","Giraffa camelopardalis","71283","2",16.965,17.505,5.925,3.785,17.185,16.185,4.64763430734548,0.74285,0.98745,0.58535,0.649719480283208,0.830679956765951,26,104,200
"62","Ellipsoid","1","Equus caballus","20180619","3",51.62,51.68,10.59,5.68,5.04,26.96,8.1070725480428,0.808805970149254,0.982835820895522,0.631940298507463,0.579307494144062,0.900360150403338,22,84,67
"63","Ellipsoid","2","Equus caballus","20180619","3",58.01,58.215,10.995,6.245,6.475,28.665,8.59421845616432,0.793,0.9715,0.636333333333333,0.599723072522233,0.890523102758333,20,79,60
"64","Ellipsoid","3","Equus caballus","20180619","3",81.145,81.45,11.98,8.065,8.995,33.8,10.1644981172177,0.793918918918919,0.981891891891892,0.69,0.596738956874359,0.900638634100832,18,69.5,74
"65","Ellipsoid","4","Equus caballus","20180619","3",49.75,49.75,10.12,5.82,1.74,26.6,7.95887349758585,0.799080459770115,0.963908045977012,0.687701149425287,0.589206626518169,0.890501014214916,20,85,87
"66","Ellipsoid","5","Equus caballus","20180619","3",52.575,55.58,10.57,6.435,2.435,28.09,8.18169366314812,0.818928571428571,0.985,0.709285714285714,0.559991550159879,0.892592191490062,19,71.5,56
"67","Ellipsoid","6","Equus caballus","20180619","3",38.18,38.22,8.945,5.26,8.9,23.37,6.97221376211473,0.810454545454545,0.988030303030303,0.60469696969697,0.574963173955114,0.887193848695623,30.5,166,66
"68","Round","1","Equus caballus","20180619","3",41.34,44.96,8.25,6.61,74.21,24.1,7.25504808938932,0.571111111111111,0.965555555555556,0.751111111111111,0.815994260479514,0.919326521434656,22,84,9
"69","Round","2","Equus caballus","20180619","3",49.61,54.69,9.36,7.34,36.4,27.86,7.94766719322792,0.515294117647059,0.985882352941176,0.588823529411765,0.840297973579762,0.9051630779024,20,81,17
"70","Round","3","Equus caballus","20180619","3",61.41,61.815,9.68,7.955,5.355,28.34,8.84224789685861,0.5545,0.9525,0.6985,0.825291605732773,0.930889285869383,18.5,71,20
"71","Round","4","Equus caballus","20180619","3",48.92,50.05,8.53,7.24,20.61,26.2,7.89220365477502,0.492258064516129,0.994193548387097,0.598387096774194,0.851705841167293,0.905020653566234,19,85,31
"72","Round","5","Equus caballus","20180619","3",52.175,52.175,9.04,7.215,13.915,26.605,8.14984074167549,0.549,0.988666666666667,0.74,0.824167847562418,0.909410053734069,20,67,30
"73","Round","6","Equus caballus","20180619","3",43.66,43.66,8.08,6.54,45.57,23.51,7.45584592941252,0.462857142857143,1,0.59,0.880293042635781,0.945467779630736,33,163,7
"74","Pyramidal","1","Equus caballus","20180619","3",49.11,49.11,10.95,5.56,41.29,28.44,7.90751503583419,0.866834532374101,0.982302158273381,0.662302158273381,0.48220026130803,0.756091134562137,22,86,139
"75","Pyramidal","2","Equus caballus","20180619","3",42.545,43.705,10.185,5.41,80.22,26.715,7.3600234252658,0.860944444444444,0.973666666666667,0.626611111111111,0.493274905053508,0.769000840871972,20,83,180
"76","Pyramidal","3","Equus caballus","20180619","3",49.17,50.81,10.945,5.885,47.905,27.85,7.91224177826146,0.848958333333333,0.977013888888889,0.710902777777778,0.512561787334551,0.784237018400324,19,72,144
"77","Pyramidal","4","Equus caballus","20180619","3",50.38,50.39,10.37,5.72,59.53,27.93,8.00910783194717,0.83,0.986086956521739,0.714173913043478,0.540728333048216,0.795270608018817,21,83,115
"78","Pyramidal","5","Equus caballus","20180619","3",41.185,41.235,10.36,5.645,59.645,26.025,7.24125784631642,0.834878048780488,0.989268292682927,0.662804878048781,0.539283759106002,0.788828042561674,20.5,68,82
"79","Pyramidal","6","Equus caballus","20180619","3",34.29,34.86,8.97,4.79,41.36,23.43,6.60752480048079,0.849834710743802,0.977438016528926,0.594545454545455,0.517388591083348,0.79378657281008,31,164,121
"80","Complex","1","Equus caballus","20180619","3",36.875,36.875,7.62,6.395,855.325,23.595,6.84859049810552,0.59875,0.99625,0.9,0.796786444923434,0.787563643532289,21,91,8
"81","Complex","2","Equus caballus","20180619","3",33.945,33.97,7.5,5.975,177.67,22.925,6.57184932484807,0.585,1,0.743333333333333,0.806999353775004,0.800733532885783,20,84.5,6
"82","Complex","3","Equus caballus","20180619","3",43.645,45.005,8.115,6.865,358.595,26.02,7.44934118868512,0.53625,0.99125,0.6775,0.829836087144338,0.825711178113746,18.5,64.5,8
"83","Complex","4","Equus caballus","20180619","3",34.175,34.195,7.63,6.185,115.415,22.67,6.59508055528015,0.611666666666667,0.985,0.756666666666667,0.788172821871057,0.82736305814253,17.5,80,6
"84","Complex","5","Equus caballus","20180619","3",83.78,83.78,11.3,9.32,294.01,35.58,10.3282142240521,0.598888888888889,1,0.677777777777778,0.797953865749274,0.828257664931432,22,75,9
"85","Complex","6","Equus caballus","20180619","3",38.32,39.11,8.25,6.66,183.53,24.96,6.98502250205763,0.582,0.888,0.494,0.809885992931943,0.813573416825941,35,163,5
"86","Microglia","1","Equus caballus","20180619","3",17.41,17.45,6,3.84,12.35,16.44,4.70819503353877,0.7116,0.99296,0.6872,0.666997484212959,0.819283536212979,21,87,125
"87","Microglia","2","Equus caballus","20180619","3",18.04,18.33,5.82,3.96,5.87,16.39,4.79262364337346,0.694777070063694,0.979936305732484,0.643503184713376,0.684450807420708,0.84082883853936,19,81,157
"88","Microglia","3","Equus caballus","20180619","3",18.015,18.165,6.03,4.01,4.94,16.84,4.78929608074878,0.700425531914894,0.977659574468085,0.653723404255319,0.688244628307756,0.855495504175685,18,70.5,94
"89","Microglia","4","Equus caballus","20180619","3",18.16,19.33,6.045,4.15,6.215,16.835,4.80853703111276,0.685074626865672,0.972462686567164,0.617388059701493,0.693412504969334,0.866898810678722,19.5,84,134
"90","Microglia","5","Equus caballus","20180619","3",17.525,17.685,5.855,4.05,2.95,15.86,4.72371337802177,0.691440677966102,0.983220338983051,0.748983050847458,0.693486064397635,0.86889602889027,20,70,118
"91","Microglia","6","Equus caballus","20180619","3",16.89,17.15,5.73,3.85,14.77,16.2,4.63735009575263,0.714976076555024,0.98488038277512,0.59244019138756,0.673558220052954,0.831669897251402,32,162,209
"92","Ellipsoid","1","Equus caballus","20180620","4",50.45,50.45,10.06,6.06,3.09,26.76,8.01466998895706,0.805593220338983,0.976610169491525,0.68135593220339,0.582627551637924,0.897904568736559,22,88,59
"93","Ellipsoid","2","Equus caballus","20180620","4",39.51,39.515,9.375,5.38,3.63,23.86,7.09250873966388,0.807708333333333,0.996458333333333,0.617708333333333,0.576517247248603,0.898082935840322,24,91,48
"94","Ellipsoid","3","Equus caballus","20180620","4",46.995,47.4,9.95,5.955,1.51,25.525,7.73392341560976,0.8036,0.9932,0.6754,0.585969974749557,0.891316739753745,19,67.5,50
"95","Ellipsoid","4","Equus caballus","20180620","4",41.08,41.08,9.46,5.54,1.28,24.32,7.23219748746676,0.802444444444444,0.982888888888889,0.650666666666667,0.58505341295214,0.896373590992853,28,114,45
"96","Ellipsoid","5","Equus caballus","20180620","4",51.33,54.515,11.585,5.78,0.5,27.5,8.08426315727722,0.822,0.9775,0.714,0.55420480956783,0.899626231561568,17,60,60
"97","Ellipsoid","6","Equus caballus","20180620","4",42.73,42.73,9.47,5.64,14.37,24.66,7.37601015092397,0.801463414634146,0.987317073170732,0.598536585365854,0.589763345982469,0.892776538041337,25,112,41
"98","Round","1","Equus caballus","20180620","4",43.7,43.7,8.08,6.94,5.01,24.51,7.45926056019808,0.454666666666667,1,0.621333333333333,0.869587114309135,0.94092604826642,22,84,15
"99","Round","2","Equus caballus","20180620","4",44.02,44.02,8.11,6.53,30.54,24.24,7.48447074596284,0.514166666666667,0.999166666666667,0.750833333333333,0.847497062836899,0.916856952549759,24,97,12
"100","Round","3","Equus caballus","20180620","4",59.775,59.78,9.515,7.65,7.3,28.68,8.71922749739504,0.490555555555556,0.998888888888889,0.792222222222222,0.85919261767814,0.920041727421769,20,65,18
"101","Round","4","Equus caballus","20180620","4",39.485,39.49,7.32,7.045,10.355,23.24,7.09039448334357,0.42125,0.93625,0.61,0.882907299673025,0.938038194297252,28,118.5,8
"102","Round","5","Equus caballus","20180620","4",46.12,46.12,8.58,6.99,6.64,25.34,7.66301558155702,0.549230769230769,0.999230769230769,0.750769230769231,0.82124738352402,0.904091754786309,21,60,13
"103","Round","6","Equus caballus","20180620","4",50.25,50.25,8.72,7.34,44.85,26.49,7.99876785029682,0.55,1,0.588,0.829079369327641,0.912729277423776,25,112,5
"104","Pyramidal","1","Equus caballus","20180620","4",54.29,57.14,12,5.84,37.53,30.34,8.31409495276978,0.864598540145985,0.99029197080292,0.639270072992701,0.484468049923327,0.766063067672992,22,87,137
"105","Pyramidal","2","Equus caballus","20180620","4",45.99,46.865,10.995,5.33,59.275,29.14,7.65218801599393,0.871209677419355,0.987741935483871,0.654274193548387,0.47272604131411,0.753105484275786,23,94,124
"106","Pyramidal","3","Equus caballus","20180620","4",52.98,53.035,12.48,5.65,40.235,30.065,8.21317390980891,0.866774193548387,0.970483870967742,0.63008064516129,0.480346925167641,0.765042136242533,19,69,124
"107","Pyramidal","4","Equus caballus","20180620","4",48.18,48.18,10.71,5.57,40.84,27.42,7.83228454956408,0.855164835164835,0.991868131868132,0.70021978021978,0.50705218814924,0.771013330165658,27,114,91
"108","Pyramidal","5","Equus caballus","20180620","4",48.75,49.72,11.18,5.74,69.45,27.61,7.8784787748549,0.858387096774194,0.971505376344086,0.665161290322581,0.496845223952829,0.779423597114684,19,60,93
"109","Pyramidal","6","Equus caballus","20180620","4",32.44,32.59,8.73,4.78,50.87,22.68,6.42681031548378,0.842022471910112,0.98752808988764,0.600449438202247,0.529029140792866,0.798317111177945,26,109,89
"110","Complex","1","Equus caballus","20180620","4",44.305,44.465,8.395,6.705,40.015,25.74,7.51036786590219,0.5875,0.9975,0.6375,0.807734947932021,0.825497957317359,18.5,90.5,4
"111","Complex","2","Equus caballus","20180620","4",83.76,83.77,12.21,9.16,62.72,36.77,10.3269813724543,0.66,1,0.63,0.75020475020475,0.778594120279815,22,79,1
"112","Complex","3","Equus caballus","20180620","4",51.05,51.06,9.2,7.15,1041.47,27.59,8.06218821156701,0.498,0.992,0.534,0.839499244479244,0.813214607487219,18,69,5
"113","Complex","4","Equus caballus","20180620","4",44.51,44.51,8.3,6.64,6.91,25.68,7.5280736006074,0.516666666666667,0.996666666666667,0.636666666666667,0.852617385873794,0.825276693296166,24,108,3
"114","Complex","5","Equus caballus","20180620","4",63.57,63.77,9.775,8.23,3.425,30.95,8.97263492200416,0.54,0.995,0.7,0.840992029849243,0.831994119220774,15,72,2
"115","Complex","6","Equus caballus","20180620","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"116","Microglia","1","Equus caballus","20180620","4",17.05,17.16,5.91,3.88,6.75,16.16,4.6592632719921,0.712792792792793,0.97981981981982,0.666306306306306,0.66970769604237,0.837943095937746,22,88,111
"117","Microglia","2","Equus caballus","20180620","4",17.14,17.15,5.95,3.8,7.73,15.98,4.67154426252826,0.746068376068376,0.976581196581197,0.637948717948718,0.635470793014817,0.826844343308362,23,94,117
"118","Microglia","3","Equus caballus","20180620","4",17.355,18.295,5.945,3.93,8.93,16.5,4.70069919809776,0.710384615384615,0.967179487179487,0.657948717948718,0.672342269043023,0.84790981683512,18.5,65,78
"119","Microglia","4","Equus caballus","20180620","4",17.48,18.1,5.96,3.89,6.48,16.55,4.71765060617789,0.721818181818182,0.972467532467532,0.680519480519481,0.658966790526491,0.83720844977922,27,111,77
"120","Microglia","5","Equus caballus","20180620","4",18.695,18.825,5.79,4.08,3.625,16.72,4.87882642110087,0.66734693877551,0.98969387755102,0.693367346938776,0.698088141228756,0.854623302953395,17.5,61,98
"121","Microglia","6","Equus caballus","20180620","4",17.05,17.15,5.76,3.82,18.1,16.09,4.6592632719921,0.724717948717949,0.988410256410256,0.57774358974359,0.671366281387101,0.834652382187819,25,109,195
"122","Ellipsoid","1","Equus caballus","20180620","5",50.32,53.43,10.42,6.35,2.43,27.16,8.00433719248967,0.801791044776119,0.967164179104478,0.62134328358209,0.58539016988689,0.899554929496341,20,78,67
"123","Ellipsoid","2","Equus caballus","20180620","5",44.965,45.615,10.055,5.8,1.775,25.61,7.56645192377876,0.817272727272727,0.980454545454545,0.640909090909091,0.564550793734119,0.891909892468985,19,72,66
"124","Ellipsoid","3","Equus caballus","20180620","5",73.64,76.33,12.48,7.52,4.34,32.99,9.68304497946268,0.792771084337349,0.984216867469879,0.718192771084337,0.602116172281472,0.911153250626683,17,59,83
"125","Ellipsoid","4","Equus caballus","20180620","5",56.71,57.29,11.14,6.49,2.65,28.44,8.49737692361184,0.808842105263158,0.971263157894737,0.671157894736842,0.579736011143784,0.905704667086832,19,76,95
"126","Ellipsoid","5","Equus caballus","20180620","5",62.425,64.02,11.095,6.79,7.385,29.815,8.91495428312987,0.795116279069767,0.984651162790698,0.618255813953488,0.594755172972718,0.899866018551587,15,49.5,86
"127","Ellipsoid","6","Equus caballus","20180620","5",42.965,43.26,9.66,5.995,19.08,25.08,7.39625143840147,0.794615384615385,0.984615384615385,0.612884615384615,0.598472248520199,0.888071770260789,25,102,52
"128","Round","1","Equus caballus","20180620","5",48.105,51.045,8.95,7.39,84.205,26.725,7.82561219648805,0.534166666666667,0.969444444444444,0.654166666666667,0.83298144972507,0.915244333173757,20.5,77,36
"129","Round","2","Equus caballus","20180620","5",51.49,53.4,8.92,7.325,9.375,26.49,8.09585549318953,0.531111111111111,0.965,0.687777777777778,0.84037290121328,0.922513280316946,20,74.5,18
"130","Round","3","Equus caballus","20180620","5",60.18,68.05,9.3,8.795,27.94,29.94,8.74539403885276,0.451333333333333,0.952333333333333,0.728666666666667,0.877216500728516,0.947217100142429,16,61,30
"131","Round","4","Equus caballus","20180620","5",52.42,54.455,9.145,7.56,22.705,27.035,8.16907140496941,0.504285714285714,0.936785714285714,0.742142857142857,0.847075227969589,0.931359372428438,18.5,72.5,28
"132","Round","5","Equus caballus","20180620","5",50.24,56.7,8.79,7.53,32.08,27.02,7.99797191339746,0.494,0.961777777777778,0.719777777777778,0.857590687085323,0.924215712155698,14,50,45
"133","Round","6","Equus caballus","20180620","5",37.44,37.44,7.3,6.36,29.12,22.52,6.90435287010191,0.488888888888889,0.998888888888889,0.645555555555556,0.856463853198743,0.909721618901606,23,102,9
"134","Pyramidal","1","Equus caballus","20180620","5",45.105,46.445,10.87,5.295,52.345,27.77,7.57815790580679,0.868352272727273,0.980852272727273,0.696022727272727,0.481374268777804,0.767192886287982,20,78,176
"135","Pyramidal","2","Equus caballus","20180620","5",50.805,51.505,11.06,5.745,80.885,29.095,8.04281720538624,0.848988095238095,0.971488095238095,0.651369047619048,0.510989233543996,0.778262498701834,20,71,168
"136","Pyramidal","3","Equus caballus","20180620","5",50.99,53.36,11.54,5.78,31.01,29.09,8.0574489999035,0.85141592920354,0.969646017699115,0.70212389380531,0.511813970838795,0.789483572047226,17,60,113
"137","Pyramidal","4","Equus caballus","20180620","5",54.58,55.095,11.335,6.065,60.07,29.335,8.33625967654148,0.850060240963855,0.971927710843373,0.653012048192771,0.512106816575249,0.782357363782536,20,72,166
"138","Pyramidal","5","Equus caballus","20180620","5",55.45,55.57,11.41,6.07,51.29,29.83,8.40244802159256,0.84639751552795,0.979875776397516,0.640621118012422,0.516570033609224,0.77916251276639,15,51,161
"139","Pyramidal","6","Equus caballus","20180620","5",33.865,34.43,8.985,4.95,26.9,23.405,6.56641627464311,0.841617647058824,0.974485294117647,0.58125,0.529814767954822,0.799614641263697,23.5,101,136
